Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Industry Groups,Number of Employees,Funding Status,Founders,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Company Type,Hub Tags,Actively Hiring,Investor Type,Investment Stage,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Number of Portfolio Organizations,School Type,School Program,Number of Enrollments,School Method,Number of Alumni,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,CB Rank (Organization),Similar Companies,Contact Job Departments,Total Products Active,Stage
Astadava,https://www.crunchbase.com/organization/pt-astadava-bali-wisata,"Hospitality, Information Technology, Property Management, Travel Agency","Denpasar, Bali, Indonesia",Unlock Exceptional Hospitality Experiences with SmartPro Management and Our Travel Online Platform,"137,810","Information Technology, Real Estate, Travel and Tourism",11-50,Seed,,2019-04-03,day,,,,,https://www.astadava.com/,https://twitter.com/astadavabalI,https://www.facebook.com/baliota/,https://www.linkedin.com/company/astadava/,kingdom@astadava.com,87769980971,"Unlock Exceptional Hospitality Experiences with SmartPro Management and Our Travel Online Platform Welcome to a world of unparalleled hospitality management and travel services brought to you by SmartPro Management. As a leading provider of innovative solutions in the digital marketing realm, we bring together cutting-edge technology and extensive industry expertise to revolutionize the way you experience hospitality and travel. 1. Hospitality Management: Experience the epitome of personalized and seamless hospitality management with our comprehensive suite of services. From luxurious accommodations to top-notch guest services, we strive to create unforgettable experiences tailored to your unique preferences. Our dedicated team of experts is committed to exceeding your expectations, ensuring every aspect of your stay is meticulously catered to. 2. Travel Online Platform: Discover a world of travel possibilities at your fingertips with our state-of-the-art online platform. Whether you seek a relaxing beach getaway, an exhilarating adventure, or a culturally immersive journey, our platform provides a vast selection of destinations, accommodations, and activities. Effortlessly browse, compare, and book your dream travel experiences with ease and confidence. 3. SmartPro Management: With SmartPro Management, we redefine the landscape of property and business management in the hospitality industry. Our intelligent platform combines powerful tools, data-driven insights, and automation to optimize operations, enhance guest satisfaction, and drive revenue growth. From efficient property management to effective marketing strategies, we empower businesses to thrive in a highly competitive market. 4. Digital Marketing: Stay ahead of the curve and amplify your brand presence with our comprehensive digital marketing solutions. Our team of marketing professionals specializes in crafting tailored strategies to elevate your online visibility, engage your target audience, and drive conversions. From search engine optimization (SEO) to social media marketing, we deploy cutting-edge techniques to ensure your brand stands out in the digital landscape. At SmartPro Management, we are passionate about delivering unparalleled experiences, empowering businesses, and connecting travelers to their dreams. Join us on this remarkable journey and unlock a world of exceptional hospitality, seamless travel, smart management, and impactful digital marketing. Contact us today to explore how we can revolutionize your hospitality experience or take your business to new heights with our innovative solutions. Welcome to a world of limitless possibilities with SmartPro Management and our integrated travel platform.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",80119,,Active,For Profit,,,,,,,,,,,,,,,,2023-05-05,1000000.0,USD,1000000.0,Pre-Seed,1000000.0,USD,1000000.0,Pre-Seed,1000000.0,USD,1000000.0,1000000.0,USD,1000000.0,1.0,,,,,,Private,,,,,,,,,,,,,"146,122",4.0,,,
Influence ID,https://www.crunchbase.com/organization/influence-id,"Advertising, Information Technology, Marketing, Telecommunications","Jakarta, Jakarta Raya, Indonesia",Influence ID is an information technology company that provides an influencer marketing platform to promote business.,"137,953","Advertising, Hardware, Information Technology, Sales and Marketing",11-50,Seed,"Matt Junior, Riyan Hutomo Putra",2020-08-17,day,,,,,https://influence.id/,,,https://www.linkedin.com/company/influence-id/,contact@influence.id,+62 8179296736,Influencer Marketing Platform,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12790,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2024-02-22,,,,Non-equity Assistance,1500000000.0,IDR,97653.0,Pre-Seed,1500000000.0,IDR,97653.0,1500000000.0,IDR,97653.0,2.0,"Startup Studio Indonesia, Indigo by Telkom Indonesia",1.0,2.0,,,Private,,,,,,,,,,,,,"146,270",8.0,,,
Blocknom,https://www.crunchbase.com/organization/blocknom,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), FinTech","Jakarta, Jakarta Raya, Indonesia",Blocknom is platform that help people earn stable and high interest from decentralized finance markets in the easiest way,"138,058","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",11-50,Seed,,2021-01-01,year,,,,,https://www.blocknom.com/,,,https://www.linkedin.com/company/blocknom/,info@blocknom.com,,Blocknom is crypto earning platform for all levels of crypto owners in Indonesia.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12950,Less than $1M,Active,For Profit,,,,,,,,,,,,,,,,2022-03-03,500000.0,USD,500000.0,Pre-Seed,500000.0,USD,500000.0,Pre-Seed,500000.0,USD,500000.0,500000.0,USD,500000.0,1.0,"Y Combinator, MAGIC Fund, Number Capital",,3.0,,,Private,,,,,,,,,,,,,"146,376",6.0,,,
Kvantum Network,https://www.crunchbase.com/organization/kvantum-network,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Non-Fungible Token (NFT), Web3","Surabaya, Jawa Timur, Indonesia",Avenlabs focuses on leveraging cutting-edge technologies to provide effective solutions for businesses and individuals on Blockchain.,"138,160","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",11-50,Seed,Joy Wibowo,2023-07-05,day,,,,,https://avenlabs.kvantum.guru/,,,,support@kvantum.guru,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",60271,,Active,For Profit,,,,,,,,,,,,,,,,2023-08-05,50000.0,USD,50000.0,Pre-Seed,50000.0,USD,50000.0,Pre-Seed,50000.0,USD,50000.0,50000.0,USD,50000.0,1.0,Joy Wibowo,,1.0,,,Private,,,,,,,,,,,,,"146,482",4.0,,,
Indobamboo,https://www.crunchbase.com/organization/indobamboo,Furniture,"Klungkung, Bali, Indonesia","Indobamboo has been producing laminated bamboo products in Bali, using bamboo that originates in Flores.","138,211",Consumer Goods,51-100,,Arief Rabik,2012-01-01,year,,,,,https://indobamboo.com/,,https://www.facebook.com/pages/category/Industrial-Company/PT-Indobamboo-Lestari-474955749226115/,https://www.linkedin.com/company/pt-indobamboo-lestari/,info@indobamboo.com,,"Indobamboo has been producing laminated bamboo products in Bali, using bamboo that originates in Flores. It integrates community–based sustainable forestry with cutting-edge wood modification technology and innovative industrial design to create sustainable bamboo products.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",80761,,Active,For Profit,,,,,,,,,,,,,,,,2021-06-21,350000.0,EUR,416918.0,Grant,,,,,,,,350000.0,EUR,416918.0,1.0,Dutch Fund for Climate and Development,1.0,1.0,,,Private,,,,,,,,,,,,,"146,533",6.0,,,
Ituloh!,https://www.crunchbase.com/organization/eateroo,"Content Creators, Content Delivery Network, Content Discovery, Content Marketing, E-Commerce, E-Commerce Platforms, Food and Beverage, Lifestyle, Social Shopping","Jakarta, Jakarta Raya, Indonesia",​Ituloh! is a technology company that operates a community-driven video commerce platform.,"138,278","Commerce and Shopping, Community and Lifestyle, Content and Publishing, Food and Beverage, Internet Services, Media and Entertainment, Sales and Marketing",11-50,,"Christine Suwendy, Riswanto Riswanto",2021-04-01,day,,,,,https://www.ituloh.co/,,,https://www.linkedin.com/company/ituloh/,support@ituloh.co,+62 0813-1150-6298,"​Ituloh is an Indonesia-based technology company that operates a community-driven video commerce platform. It offers services such as influencer marketing, community engagement, affiliate marketing, event management, and live shopping. The platform connects brands with Key Opinion Leaders (KOLs) across various lifestyle communities to facilitate product discovery and purchasing.​","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12950,,Active,For Profit,,,,,,,,,,,,,,,,2022-06-08,,,,Venture - Series Unknown,,,,Venture - Series Unknown,805000.0,USD,805000.0,805000.0,USD,805000.0,2.0,"Antler, Goodwater Capital, East Ventures, Indonesia Women Empowerment Fund",,4.0,,,Private,,,,,,,,,,,,,"146,603",7.0,,,
PT Optimal Teknologi Indonesia,https://www.crunchbase.com/organization/general-technology,"Big Data, Communications Infrastructure, Consulting, Information Technology, Internet, IT Infrastructure, Mobile Apps","Jakarta, Jakarta Raya, Indonesia",PT Optimal Teknologi Indonesia is an information technology and outsourcing firm based in Indonesia.,"138,416","Apps, Data and Analytics, Hardware, Information Technology, Internet Services, Mobile, Professional Services, Software",51-100,Seed,,2012-01-01,day,,,,,,,,,mail@generaltech.co.id,,PT Optimal Teknologi Indonesia is an information technology and outsourcing firm based in Indonesia.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12520,,Active,For Profit,,,,,1.0,1.0,,1.0,,1.0,,,,,,2020-01-06,500000.0,USD,500000.0,Seed,500000.0,USD,500000.0,Seed,500000.0,USD,500000.0,500000.0,USD,500000.0,3.0,,,,1.0,Made Acquisitions,Private,,,,,,,,,,,,,"146,743",11.0,,,
IDS | BTEC,https://www.crunchbase.com/organization/ids-international-design-school,"E-Learning, EdTech, Education","Jakarta, Jakarta Raya, Indonesia","IDS | BTEC is an educational establishment specializing in the creative disciplines of Design, Animation, and Film.","139,139","Education, Software",11-50,,Andi S. Boediman,2000-01-01,day,,,,,http://idseducation.com/,http://www.twitter.com/idseducationcom,https://www.facebook.com/idsEducationcom,https://www.linkedin.com/company/ids-international-design-school,,,"International Design School is an institute for graphic design, animation, and film. They serve the visual communication industry. Their programs include college, short courses, online short courses, and corporate training.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2020-06-30,1500000.0,USD,1500000.0,Convertible Note,,,,,,,,1500000.0,USD,1500000.0,1.0,,,,,,Private,,,,,,,,,,,,,"147,489",9.0,Human Resources,,
Kurio,https://www.crunchbase.com/organization/kurio,"Apps, Audio, Content, Content Creators, Content Syndication, Mobile, Mobile Advertising, News","Dki Jakarta, Jakarta Raya, Indonesia","Kurio is a smart news app, aggregates news and media content into a single app","139,348","Advertising, Apps, Content and Publishing, Media and Entertainment, Mobile, Music and Audio, Sales and Marketing, Software",101-250,Early Stage Venture,David Wayne Ika,2014-01-06,day,,,,none,https://kurio.id/,http://twitter.com/KurioID,http://www.facebook.com/KurioApps,https://www.linkedin.com/company/kurio/,hello@kurio.co.id,+62-2129675858,"Kurio is your personal content discovery app. It’s a new way to discover, explore, and consume internet’s best content of news and beyond that matches your personalities and interest. Kurio filters millions of articles every day and recommend you the best of your favorite topics. Kurio belief that no matter what you want to do or become, you can’t do it without knowledge. Now with Kurio, not only you can catch up with the latest local and international news from Internet’s best sources all in one place, it offers much more than just news. Powered with their smart engine, Kurio recommends useful, practical, and informative articles for your hobbies, work-related, your interest, and profession like startup, digital marketing, mobile programming, marketing, leadership, design, entrepreneurship, parenting, healthy living, travel, and hundreds of other topics. Your Kurio feed will be as unique as you are. Kurio learns your preference and will get smarter as you use it. Whatever you want to do or become, Kurio equips you with the necessary information to help you stay ahead and be great at it. Knowledge is power.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",11410,$1M to $10M,Closed,For Profit,,,,,,,,,,,,,,,,2016-03-15,5000000.0,USD,5000000.0,Series B,5000000.0,USD,5000000.0,Series B,6000000.0,USD,6000000.0,6000000.0,USD,6000000.0,2.0,"CyberAgent Capital, Gunosy",1.0,2.0,,,Private,,,,,,,,,,,,,"147,705",6.0,,7.0,
KESIA,https://www.crunchbase.com/organization/kesia,"Electronic Health Record (EHR), Health Care, Hospital, Medical Device, Software","Jakarta, Jakarta Raya, Indonesia",Kesia is an integrated hospital management system that provides end to end solution for healthcare facilities.,"140,190","Health Care, Software",11-50,Seed,,2019-01-01,day,,,,,https://www.kesia.id/,,,https://www.linkedin.com/company/kesia-id/,business@kesia.id,+62 895-2370-8989,"Kesia provides end to end solution starting from registration, online booking, telemedicine, electronic health record, bed management, insurance claim, surgery room and all that medical action can be connected to medical device and back office dashboard to monitor all activities in healtcare facility.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",13140,,Active,For Profit,,,,,,,,,,,,,,,,2020-01-01,1000000.0,USD,1000000.0,Seed,1000000.0,USD,1000000.0,Seed,1000000.0,USD,1000000.0,1000000.0,USD,1000000.0,1.0,,,,,,Private,,,,,,,,,,,,,"148,581",12.0,,,
Yogrt,https://www.crunchbase.com/organization/yogrt,"Apps, Social Media","Kebayoran Baru, Jakarta Raya, Indonesia",Yogrt is a location-based social app which enable users to find topics and events around them as well as have fun with new friends nearby,"140,609","Apps, Internet Services, Media and Entertainment, Software",11-50,Early Stage Venture,Jason Lim,2014-09-28,day,,,,,http://www.yogrt.co/,https://twitter.com/yogrtid,https://www.facebook.com/Yogrt/timeline,https://www.linkedin.com/m/company/7588259/,Admin@yogrt.co,,"Yogrt is a location-based social app in which you will never miss the hottest things happening around you. Explore upcoming topics and events nearby, get social with people who have similar interest as yours, discover more about yourself, play games and have fun together!","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,Less than $1M,Active,For Profit,,,,,,,,,,,,,,,,2015-08-12,3000000.0,USD,3000000.0,Series A,3000000.0,USD,3000000.0,Series A,3000000.0,USD,3000000.0,3000000.0,USD,3000000.0,1.0,"Linear Venture, Centurion Private Equity",2.0,2.0,,,Private,,,,,,,,,,,,,"149,014",5.0,,,
ESKRO,https://www.crunchbase.com/organization/eskro-co-id,"Enterprise, Finance, Financial Services, Logistics, Supply Chain Management","Jakarta, Jakarta Raya, Indonesia",Close deals faster with the secure escrow service from ESKRO.,"140,941","Financial Services, Other, Transportation",1-10,Seed,Dhika Pahridas,2022-01-01,day,,,,,https://eskro.id,,,https://www.linkedin.com/company/eskro-id/,hi@eskro.id,,"ESKRO safeguards online and offline transactions, giving buyers and sellers the confidence to close deals.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,For Profit,,,,,,,,,,,,,,,,2023-09-01,200000.0,USD,200000.0,Pre-Seed,200000.0,USD,200000.0,Pre-Seed,200000.0,USD,200000.0,200000.0,USD,200000.0,1.0,,,,,,Private,,,,,,,,,,,,,"149,360",8.0,,,
Karta,https://www.crunchbase.com/organization/pt-karta-indonesia-global,"Advertising, Apps, Automotive, Information Technology, Marketing, Mobile, Mobile Apps","Jakarta, Jakarta Raya, Indonesia",Karta is an advertising company that offers a digital platform that connects advertisers and motorcycle drivers.,"141,113","Advertising, Apps, Information Technology, Mobile, Sales and Marketing, Software, Transportation",101-250,Seed,"Andrew Tanner Setiawan, Jeff Hendrata",2016-01-01,day,,,,,https://www.karta.id,,https://www.facebook.com/KartaIndonesia,https://www.linkedin.com/company/13198001,info@karta.id,,"Nominated as part of Forbes 30 Under 30 Asia 2018, Karta is a platform that connects advertisers and motorcycle drivers. Karta has currently served over 100 clients from various industries, they include Unilever, P&G, Grab, Garena, Astra, Telkomsel, Shopee, and many more. The concept of 'advertising on a motorcycle' has been registered and patented by PT Karta Indonesia Global with patent number IDS000001649. Karta was already acquired for an undisclosed amount","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,For Profit,,,,,,,,,,,,,,,,2017-09-12,50000.0,USD,50000.0,Seed,50000.0,USD,50000.0,Seed,50000.0,USD,50000.0,50000.0,USD,50000.0,1.0,"Gan Kapital, GK-Plug and Play Indonesia",,2.0,,,Private,,,,,,,,,,,,,"149,539",15.0,,,
Hazana,https://www.crunchbase.com/organization/hazana,"Finance, Financial Services, Small and Medium Businesses","Jakarta, Jakarta Raya, Indonesia",Hazana provides sustainable financial solutions to Small and Medium Enterprises.,"141,539","Financial Services, Other",11-50,Seed,,2023-01-01,year,,,,,https://hazana.id/en/,,,,contact@hazana.id,021-22760303,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12430,Less than $1M,Active,For Profit,,,,,,,,,,,,,,,,2023-09-12,125000.0,USD,125000.0,Pre-Seed,125000.0,USD,125000.0,Pre-Seed,125000.0,USD,125000.0,125000.0,USD,125000.0,1.0,Antler,,1.0,,,Private,,,,,,,,,,,,,"149,974",8.0,,,
FUNDnesia,https://www.crunchbase.com/organization/fundnesia,"B2B, FinTech","Jakarta, Jakarta Raya, Indonesia",We strive to help Thousands of MSMEs and People by delivering this breakthrough through hassle-free usury-free end-to end services.,"141,937","Financial Services, Other",11-50,Seed,,2019-12-06,day,,,,,https://fundnesia.com/,https://twitter.com/fundnesia_id,https://www.facebook.com/fundnesiaID,https://www.linkedin.com/company/fundnesiaid/,pr@fundnesia.com,(021) 27091598,"FUNDnesia is trying to solve the biggest problem from many crucial industries in the world such as Farming, Fisheries, Husbandry, and MSMEs through sharia financing. We strive to help Thousands of MSMEs and People by delivering this breakthrough through hassle-free usury-free financing. FUNDnesia is trying to creating real impacts for society. We build technology solutions to help MSMEs and People to grow their businesses sustainably.  #HassleFreeUsuryFree with FUNDnesia #TanpaRibetTanpaRiba dengan FUNDnesia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12120,,Active,For Profit,,,,,,,,,,,,,,,,2021-10-01,1049832.0,USD,1049832.0,Seed,1049832.0,USD,1049832.0,Seed,1751577.0,USD,1751577.0,1751577.0,USD,1751577.0,2.0,,,,,,Private,,,,,,,,,,,,,"150,385",1.0,,,
