Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,LinkedIn,Facebook,Twitter,Company Type,Actively Hiring,Industry Groups,Number of Employees,Top 5 Investors,Number of Funding Rounds,Funding Status
PT Wallezz Finansial Teknologi,https://www.crunchbase.com/organization/wallezz-indonesia,,"Financial Services, FinTech, SaaS, Small and Medium Businesses, Social Impact","Dki Jakarta, Jakarta Raya, Indonesia",Wallezz Finansial Teknologi is an indonesia fintech startup that focus to create many front end solution to serve many transaction mnodels. ,"165,618",https://wallezz.com/,https://www.linkedin.com/company-beta/13179715/,,https://www.twitter.com/wallezz_indo,For Profit,,"Financial Services, Other, Social Impact, Software",11-50,"Arya Setiadharma, Tjen Mulyadi Hartanto",2,Seed
Swoop,https://www.crunchbase.com/organization/swoop-5c04,,"Public Transportation, Ride Sharing, Transportation","Jakarta Pusat, Jakarta Raya, Indonesia",Swoop is a ride-share-based responsive mobility platform.,"165,624",https://swoopmove.com,https://www.linkedin.com/company/swoopmove,https://www.facebook.com/swoopmove,https://twitter.com/swoopmove,For Profit,,Transportation,11-50,Antler,1,Seed
Monoliving,https://www.crunchbase.com/organization/monoliving,,"E-Commerce, Furniture, Home Decor, Lifestyle","Tangerang, Jawa Barat, Indonesia","Movement, Community, & Platform","165,822",https://monoliving.id/,https://www.linkedin.com/company/monoliving/,https://www.facebook.com/monolivingid-101120951566946/,https://twitter.com/monoliving_id,For Profit,,"Commerce and Shopping, Community and Lifestyle, Consumer Goods, Real Estate",11-50,,1,Seed
Japfa Comfeed Indonesia,https://www.crunchbase.com/organization/japfa-comfeed-indonesia,,"Animal Feed, Food Processing, Manufacturing","Jakarta, Jakarta Raya, Indonesia",Japfa Comfeed Indonesia primarily engaged in manufacturing animal feed.,"166,260",https://www.japfacomfeed.co.id,https://www.linkedin.com/company/pt-japfa-comfeed-indonesia,,,For Profit,,"Agriculture and Farming, Food and Beverage, Manufacturing",5001-10000,Kohlberg Kravis Roberts,1,IPO
3Dolphins,https://www.crunchbase.com/organization/3dolphins-pt-inmotion-inovasi-teknologi,,"Artificial Intelligence (AI), Information Technology, Machine Learning, Software","Jakarta, Jakarta Raya, Indonesia","Conversational AI and OmniChannel CRM for Service, Sales, and Marketing. 3Dolphins connecting enterprise to customer.","166,266",https://3dolphins.ai,https://www.linkedin.com/company/3dolphinsai,https://www.facebook.com/3dolphinsai,https://twitter.com/3dolphinsAI,For Profit,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",51-100,,1,Seed
Gunung Raja Paksi,https://www.crunchbase.com/organization/gunung-raja-paksi,,"Manufacturing, Mining","Bekasi, Jawa Barat, Indonesia",PT Gunung Raja Paksi is an iron and steel company that produces beams and steel sheets.,"166,327",https://www.gunungrajapaksi.com/,https://www.linkedin.com/company/gunung-steel-group,https://www.facebook.com/gunungsteelgroup,https://twitter.com/gunungsteel,For Profit,,"Manufacturing, Natural Resources",101-250,International Finance Corporation,1,IPO
Blue Bird Group,https://www.crunchbase.com/organization/blue-bird,,"Logistics, Service Industry, Transportation","Jakarta, Jakarta Raya, Indonesia",Blue Bird Group is an Indonesian company providing transportation services across the country.,"167,138",http://www.bluebirdgroup.com/,https://www.linkedin.com/company/blue-bird-group/,http://www.facebook.com/bluebirdgroup.official,http://twitter.com/Bluebirdgroup,For Profit,,"Other, Transportation",1001-5000,Gojek,1,IPO
MD Pictures,https://www.crunchbase.com/organization/md-pictures,,"Film Production, TV","Jakarta, Jakarta Raya, Indonesia",MD Pictures is a film production company.,"167,390",https://www.mdpictures.com,https://www.linkedin.com/company/md-entertainment,https://www.facebook.com/MDPicturesIndonesia,https://twitter.com/mdpictures,For Profit,,"Media and Entertainment, Video",51-100,Tencent,1,IPO
Paireds,https://www.crunchbase.com/organization/paireds,,"Cloud Security, Compliance, Risk Management","Jakarta, Jakarta Raya, Indonesia",Paireds helps companies automate cloud security and simplify complex security compliance with the click of one button,"167,429",https://paireds.com/,https://www.linkedin.com/company/paireds,,,For Profit,,"Information Technology, Privacy and Security, Professional Services",1-10,Antler,1,Seed
PT Lister Teknologi Edukasi,https://www.crunchbase.com/organization/pt-lister-teknologi-edukasi,,"E-Learning, EdTech, Education","Yogyakarta, Yogyakarta, Indonesia",Lister offers a digital classroom platform aiming to provide coaching in different languages.,"167,717",https://lister.co.id,https://www.linkedin.com/company/listercoid,https://www.facebook.com/lister.idn,https://twitter.com/lister_id,For Profit,,"Education, Software",101-250,"Antler, Accelerating Asia",2,Seed
Berry Kitchen,https://www.crunchbase.com/organization/berry-kitchen,,"Customer Service, E-Commerce, Food and Beverage, Internet, Retail, Travel","Grogolpetamburan, Jakarta Raya, Indonesia",Berry Kitchen is a Indonesia's online food catering industry,"168,112",http://berrykitchen.com/new/,,http://www.facebook.com/berrykitchenjakarta,http://twitter.com/BerryKitchen,For Profit,,"Commerce and Shopping, Food and Beverage, Internet Services, Other, Professional Services, Travel and Tourism",101-250,"East Ventures, Sovereign’s Capital",2,M&A
kandang,https://www.crunchbase.com/organization/kandang,,"Financial Services, FinTech","Yogyakarta, Yogyakarta, Indonesia",Kandangin is Project Financing Platform Focus to help Farmers in Indonesia,"168,144",https://kandang.in/,https://www.linkedin.com/company/kandang-in,https://www.facebook.com/kandanginvestasi/,https://twitter.com/kandangin/,For Profit,,Financial Services,11-50,,1,
Sqouts,https://www.crunchbase.com/organization/sqouts,,"Human Resources, Recruiting, Staffing Agency","Jakarta, Jakarta Raya, Indonesia",Sqouts is a recruitment agency that helps companies in efficient and effective recruitment.,"168,377",https://www.sqouts.com/,,,,For Profit,,"Administrative Services, Professional Services",1-10,Antler,1,Seed
Zendz,https://www.crunchbase.com/organization/zendz,,FinTech,"Kuningan, Jakarta Raya, Indonesia",Cross Border Payment System,"168,795",https://www.zendz.id,https://www.linkedin.com/company/zendzid/,https://www.facebook.com/zendzation/,https://twitter.com/zendzation,For Profit,,Financial Services,11-50,,2,Seed
Buana Finance,https://www.crunchbase.com/organization/buana-finance,,"Finance, Financial Services","Jakarta, Jakarta Raya, Indonesia",Buana Finance offers financial services.,"169,696",https://www.buanafinance.co.id/,https://www.linkedin.com/company/buana-finance/,https://www.facebook.com/BuanaFinanceid/,https://twitter.com/buanafinanceid,For Profit,,Financial Services,51-100,PT Bank KEB Hana Indonesia,1,IPO
TIRANYX,https://www.crunchbase.com/organization/tiranyx,,"Advertising, Creative Agency, Digital Marketing, E-Commerce, Marketing, SaaS, SEO, Social Media","Bogor, Jawa Barat, Indonesia",Saas & Manage Services Company for Social Media / Commerce marketing,"169,836",https://tiranyx.co.id/,https://www.linkedin.com/company/tiranyx-digital-system,https://www.facebook.com/tiranyx/,,For Profit,,"Advertising, Commerce and Shopping, Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing, Software",11-50,Indigo by Telkom Indonesia,1,Seed
Academix,https://www.crunchbase.com/organization/academix,,"E-Learning, EdTech, Education, Online Portals, Training","Jakarta, Jakarta Raya, Indonesia",Transform low-skilled workers into highly skilled one and lead them to a better opportunity abroad,"169,958",https://academix.id,https://www.linkedin.com/company/academix-id,,,For Profit,,"Education, Internet Services, Software",11-50,Antler,1,Seed
Bank Nationalnobu,https://www.crunchbase.com/organization/bank-nationalnobu,,"Banking, Financial Services","Jakarta, Jakarta Raya, Indonesia",Bank Nationalnobu provides general banking services.,"170,261",https://www.nobubank.com/,,,,For Profit,,"Financial Services, Lending and Investments",1001-5000,"Hanwha Life, Tokyo Century",2,IPO
Ahlijasa,https://www.crunchbase.com/organization/ahlijasa,,"Android, Information Technology, Laundry and Dry-cleaning, Point of Sale, Procurement","Tangerang, Jawa Barat, Indonesia",Ahlijasa empowers laundry business in Indonesia with complete laundry-focused ERP system,"170,371",https://www.ahlijasa.com,https://www.linkedin.com/company/ahlijasa-com,https://www.facebook.com/ahlijasa,https://www.twitter.com/ahlijasa,For Profit,,"Clothing and Apparel, Commerce and Shopping, Information Technology, Mobile, Platforms, Software, Transportation",11-50,"500 Global, Pegasus Tech Ventures, Indogen Capital, GnB Accelerator, Kolibra Capital",4,
FUNDnesia,https://www.crunchbase.com/organization/fundnesia,,"B2B, FinTech","Jakarta, Jakarta Raya, Indonesia",We strive to help Thousands of MSMEs and People by delivering this breakthrough through hassle-free usury-free end-to end services.,"170,657",https://fundnesia.com/,https://www.linkedin.com/company/fundnesiaid/,https://www.facebook.com/fundnesiaID,https://twitter.com/fundnesia_id,For Profit,,"Financial Services, Other",11-50,,2,Seed
Invermay Ventures,https://www.crunchbase.com/organization/invermay-ventures,,"Financial Services, Venture Capital","Jakarta, Jakarta Raya, Indonesia",Invermay Ventures is a venture capital that actively contributes to providing funding to micro or SME businesses in Indonesia,"171,336",https://www.invermayventures.com,https://www.linkedin.com/company/invermay-ventures,,,For Profit,,"Financial Services, Lending and Investments",101-250,"Fauzi Sani, Alghi Mustika",4,Seed
AdPayLink,https://www.crunchbase.com/organization/adpaylink,,"Digital Marketing, E-Commerce, Finance, Lead Generation, Marketing","Yogyakarta, Yogyakarta, Indonesia","AdPayLink is a lead generating firm that offers URL shortning, digital and affiliate marketing, and an e-commerce platform.","171,822",https://adpaylink.com,,,,For Profit,,"Commerce and Shopping, Financial Services, Sales and Marketing",11-50,,,
Cineverse ID,https://www.crunchbase.com/organization/cineverse-id,,"Film, Film Distribution, Media and Entertainment, News","Tangerang, Jawa Barat, Indonesia",Cineverse ID is an online media portal providing complete news about Indonesian and international film industries.,"171,874",https://cineverse.id/,https://www.linkedin.com/company/cineverse-id/,https://www.facebook.com/cineverse.id/,https://twitter.com/cineverse_id,For Profit,,"Content and Publishing, Media and Entertainment, Video",1-10,,1,Seed
Artpedia,https://www.crunchbase.com/organization/artpedia,,"Blockchain, Information Technology, Marketplace, Non-Fungible Token (NFT)","Jakarta, Jakarta Raya, Indonesia",Artpedia is a cryptocurrency NFT marketplace.,"172,321",https://blog.artpedia.io,https://www.linkedin.com/company/artpediaio,,,For Profit,,"Blockchain and Cryptocurrency, Commerce and Shopping, Information Technology, Other",1-10,,1,Seed
HFI International,https://www.crunchbase.com/organization/hfi-international,,,"Jakarta, Jakarta Raya, Indonesia","HFI International is a consulting company that provides consulting services in management, finance and business development.","172,450",https://www.hfi.international,https://www.linkedin.com/company/hfi-ind-stria-importa-o-e-exporta-o-ltda-,,,For Profit,,,11-50,,,
Easybensin,https://www.crunchbase.com/organization/easybensin,,"E-Commerce, Information Technology, Software","Serpong, Jawa Barat, Indonesia","Mobile Fuel Pump Station supporting with SaaS, VMI with SaaS, Mobile App and Cashless Payment Method","172,495",http://easybensin.com,http://linkedin.com/company/pt-energi-artha-sentosa,https://www.facebook.com/OfficialEasybensin,http://twitter.com/[easybensin],For Profit,,"Commerce and Shopping, Information Technology, Software",11-50,"KK Mitra Usaha, Aida Viena Sisca Affan, Yusman Ariyudha, Anonymous three",3,Seed
Bursaku.id,https://www.crunchbase.com/organization/bursaku-id,,"Financial Services, Information Technology, Marketing","Medan, Sumatera Utara, Indonesia","Fintech, payment point, payment aggregator and business software builder. Products built : BRANCE ( Merchant), Paybuddy ( User)","172,528",https://www.bursaku.id,https://www.linkedin.com/company/bursaku/,,,For Profit,,"Financial Services, Information Technology, Sales and Marketing",11-50,,1,Seed
NusaTalent,https://www.crunchbase.com/organization/nusatalent,,"EdTech, Education, Enterprise Software, Human Resources","Jakarta, Jakarta Raya, Indonesia",NusaTalent is a talent ecosystem platform to find full-time and freelance jobs,"172,986",https://nusatalent.com,https://www.linkedin.com/company/nusatalent/,,,For Profit,,"Administrative Services, Education, Software",11-50,SKALA,2,Seed
Finplan ID,https://www.crunchbase.com/organization/finplan-id,,Education,"Bandung, Jawa Barat, Indonesia",A stock community & platform,"173,219",https://finplan.id/,https://www.linkedin.com/company/finplan-id/,https://www.facebook.com/finplan.id,https://twitter.com/Finplan_ID,For Profit,,Education,11-50,,1,Seed
RestoDepot,https://www.crunchbase.com/organization/restodepot,,"E-Commerce, Food and Beverage","Jakarta, Jakarta Raya, Indonesia",E-commerce Platform for F&B Businesses in Indonesia,"173,298",https://www.restodepot.id/,https://www.linkedin.com/company/resto-depot,https://www.facebook.com/restodepot.id,,For Profit,,"Commerce and Shopping, Food and Beverage",11-50,EverHaüs,2,Seed
Mangdropship,https://www.crunchbase.com/organization/mangdropship,,"E-Commerce, E-Commerce Platforms, Marketplace","Malang, Jawa Timur, Indonesia",The B2C Digital Marketplace platform uses the dropshiping method in Indonesia,"173,455",https://mangdropship.id,https://www.linkedin.com/company/14421608/,https://www.facebook.com/mangdropship.id/,https://twitter.com/mangdropship,For Profit,,"Commerce and Shopping, Internet Services",11-50,,1,Seed
TokoCrypto,https://www.crunchbase.com/organization/tokocrypto,,"Information Services, Information Technology, Internet","Jakarta, Jakarta Raya, Indonesia",TokoCrypto is an internet company located in Jakarta.,"173,617",https://www.tokocrypto.com,https://www.linkedin.com/company/tokocrypto,https://www.facebook.com/TokocryptoExchange,https://twitter.com/TokoCrypto,For Profit,,"Information Technology, Internet Services",101-250,"Binance, Signum Capital, Pnyx Ventures, Mapleblock Capital",2,M&A
Atenda,https://www.crunchbase.com/organization/atenda,,"Internet, Retail","Jakarta, Jakarta Raya, Indonesia",Atenda is a Human Resources app developed in Jakarta.,"173,812",https://www.atenda.id/,,https://www.facebook.com/atenda.id,,For Profit,,"Commerce and Shopping, Internet Services",1-10,SKALA,1,Seed
Otomo,https://www.crunchbase.com/organization/automo-1827,,"E-Commerce, Information Technology, Internet, Rental","Jakarta, Jakarta Raya, Indonesia",Otomo is a luxury vehicle rent platform.,"174,337",https://otomo.co/en/,https://www.linkedin.com/company/otomoco/,https://www.facebook.com/otomodotco/,,For Profit,,"Commerce and Shopping, Information Technology, Internet Services",1-10,"JTB Corp., Startup SG",4,
